PLANNING AREA,SUBZONE,Age,Sex,Population
PUNGGOL,CONEY ISLAND,80,Females,-
PUNGGOL,CONEY ISLAND,81,Total,-
PUNGGOL,CONEY ISLAND,81,Males,-
PUNGGOL,CONEY ISLAND,81,Females,-
PUNGGOL,CONEY ISLAND,82,Total,-
PUNGGOL,CONEY ISLAND,82,Males,-
PUNGGOL,CONEY ISLAND,82,Females,-
PUNGGOL,CONEY ISLAND,83,Total,-
PUNGGOL,CONEY ISLAND,83,Males,-
PUNGGOL,CONEY ISLAND,83,Females,-
PUNGGOL,CONEY ISLAND,84,Total,-
PUNGGOL,CONEY ISLAND,84,Males,-
PUNGGOL,CONEY ISLAND,84,Females,-
PUNGGOL,CONEY ISLAND,85,Total,-
PUNGGOL,CONEY ISLAND,85,Males,-
PUNGGOL,CONEY ISLAND,85,Females,-
PUNGGOL,CONEY ISLAND,86,Total,-
PUNGGOL,CONEY ISLAND,86,Males,-
PUNGGOL,CONEY ISLAND,86,Females,-
PUNGGOL,CONEY ISLAND,87,Total,-
PUNGGOL,CONEY ISLAND,87,Males,-
PUNGGOL,CONEY ISLAND,87,Females,-
PUNGGOL,CONEY ISLAND,88,Total,-
PUNGGOL,CONEY ISLAND,88,Males,-
PUNGGOL,CONEY ISLAND,88,Females,-
PUNGGOL,CONEY ISLAND,89,Total,-
PUNGGOL,CONEY ISLAND,89,Males,-
PUNGGOL,CONEY ISLAND,89,Females,-
PUNGGOL,CONEY ISLAND,90 & Over,Total,-
PUNGGOL,CONEY ISLAND,90 & Over,Males,-
PUNGGOL,CONEY ISLAND,90 & Over,Females,-
PUNGGOL,MATILDA,Total,Total,"52,960"
PUNGGOL,MATILDA,Total,Males,"25,910"
PUNGGOL,MATILDA,Total,Females,"27,060"
PUNGGOL,MATILDA,0,Total,560
PUNGGOL,MATILDA,0,Males,300
PUNGGOL,MATILDA,0,Females,260
PUNGGOL,MATILDA,1,Total,640
PUNGGOL,MATILDA,1,Males,320
PUNGGOL,MATILDA,1,Females,320
PUNGGOL,MATILDA,2,Total,690
PUNGGOL,MATILDA,2,Males,340
PUNGGOL,MATILDA,2,Females,350
PUNGGOL,MATILDA,3,Total,750
PUNGGOL,MATILDA,3,Males,390
PUNGGOL,MATILDA,3,Females,360
PUNGGOL,MATILDA,4,Total,880
PUNGGOL,MATILDA,4,Males,430
PUNGGOL,MATILDA,4,Females,460
PUNGGOL,MATILDA,5,Total,850
PUNGGOL,MATILDA,5,Males,430
PUNGGOL,MATILDA,5,Females,420
PUNGGOL,MATILDA,6,Total,850
PUNGGOL,MATILDA,6,Males,440
PUNGGOL,MATILDA,6,Females,410
PUNGGOL,MATILDA,7,Total,890
PUNGGOL,MATILDA,7,Males,440
PUNGGOL,MATILDA,7,Females,440
PUNGGOL,MATILDA,8,Total,940
PUNGGOL,MATILDA,8,Males,490
PUNGGOL,MATILDA,8,Females,460
PUNGGOL,MATILDA,9,Total,950
PUNGGOL,MATILDA,9,Males,490
PUNGGOL,MATILDA,9,Females,460
PUNGGOL,MATILDA,10,Total,890
PUNGGOL,MATILDA,10,Males,480
PUNGGOL,MATILDA,10,Females,410
PUNGGOL,MATILDA,11,Total,880
PUNGGOL,MATILDA,11,Males,460
PUNGGOL,MATILDA,11,Females,420
PUNGGOL,MATILDA,12,Total,840
PUNGGOL,MATILDA,12,Males,450
PUNGGOL,MATILDA,12,Females,390
PUNGGOL,MATILDA,13,Total,710
PUNGGOL,MATILDA,13,Males,370
PUNGGOL,MATILDA,13,Females,350
PUNGGOL,MATILDA,14,Total,710
PUNGGOL,MATILDA,14,Males,370
PUNGGOL,MATILDA,14,Females,340
PUNGGOL,MATILDA,15,Total,640
PUNGGOL,MATILDA,15,Males,330
PUNGGOL,MATILDA,15,Females,310
PUNGGOL,MATILDA,16,Total,600
PUNGGOL,MATILDA,16,Males,320
PUNGGOL,MATILDA,16,Females,280
PUNGGOL,MATILDA,17,Total,530
PUNGGOL,MATILDA,17,Males,260
PUNGGOL,MATILDA,17,Females,260
PUNGGOL,MATILDA,18,Total,550
PUNGGOL,MATILDA,18,Males,270
PUNGGOL,MATILDA,18,Females,280
PUNGGOL,MATILDA,19,Total,450
PUNGGOL,MATILDA,19,Males,220
PUNGGOL,MATILDA,19,Females,220
PUNGGOL,MATILDA,20,Total,450
PUNGGOL,MATILDA,20,Males,210
PUNGGOL,MATILDA,20,Females,230
PUNGGOL,MATILDA,21,Total,470
PUNGGOL,MATILDA,21,Males,250
PUNGGOL,MATILDA,21,Females,220
PUNGGOL,MATILDA,22,Total,380
PUNGGOL,MATILDA,22,Males,200
PUNGGOL,MATILDA,22,Females,180
PUNGGOL,MATILDA,23,Total,460
PUNGGOL,MATILDA,23,Males,230
PUNGGOL,MATILDA,23,Females,230
PUNGGOL,MATILDA,24,Total,450
PUNGGOL,MATILDA,24,Males,230
PUNGGOL,MATILDA,24,Females,220
PUNGGOL,MATILDA,25,Total,440
PUNGGOL,MATILDA,25,Males,230
PUNGGOL,MATILDA,25,Females,220
PUNGGOL,MATILDA,26,Total,410
PUNGGOL,MATILDA,26,Males,200
PUNGGOL,MATILDA,26,Females,220
PUNGGOL,MATILDA,27,Total,430
PUNGGOL,MATILDA,27,Males,200
PUNGGOL,MATILDA,27,Females,230
PUNGGOL,MATILDA,28,Total,510
PUNGGOL,MATILDA,28,Males,240
PUNGGOL,MATILDA,28,Females,270
PUNGGOL,MATILDA,29,Total,590
PUNGGOL,MATILDA,29,Males,250
PUNGGOL,MATILDA,29,Females,350
PUNGGOL,MATILDA,30,Total,740
PUNGGOL,MATILDA,30,Males,330
PUNGGOL,MATILDA,30,Females,410
PUNGGOL,MATILDA,31,Total,710
PUNGGOL,MATILDA,31,Males,310
PUNGGOL,MATILDA,31,Females,400
PUNGGOL,MATILDA,32,Total,840
PUNGGOL,MATILDA,32,Males,360
PUNGGOL,MATILDA,32,Females,480
PUNGGOL,MATILDA,33,Total,"1,010"
PUNGGOL,MATILDA,33,Males,440
PUNGGOL,MATILDA,33,Females,570
PUNGGOL,MATILDA,34,Total,"1,030"
PUNGGOL,MATILDA,34,Males,460
PUNGGOL,MATILDA,34,Females,570
PUNGGOL,MATILDA,35,Total,"1,160"
PUNGGOL,MATILDA,35,Males,530
PUNGGOL,MATILDA,35,Females,630
PUNGGOL,MATILDA,36,Total,"1,190"
PUNGGOL,MATILDA,36,Males,520
PUNGGOL,MATILDA,36,Females,670
PUNGGOL,MATILDA,37,Total,"1,090"
PUNGGOL,MATILDA,37,Males,500
PUNGGOL,MATILDA,37,Females,590
PUNGGOL,MATILDA,38,Total,"1,140"
PUNGGOL,MATILDA,38,Males,510
PUNGGOL,MATILDA,38,Females,630
PUNGGOL,MATILDA,39,Total,"1,350"
PUNGGOL,MATILDA,39,Males,620
PUNGGOL,MATILDA,39,Females,730
PUNGGOL,MATILDA,40,Total,"1,290"
PUNGGOL,MATILDA,40,Males,580
PUNGGOL,MATILDA,40,Females,710
PUNGGOL,MATILDA,41,Total,"1,370"
PUNGGOL,MATILDA,41,Males,650
PUNGGOL,MATILDA,41,Females,730
PUNGGOL,MATILDA,42,Total,"1,300"
PUNGGOL,MATILDA,42,Males,660
PUNGGOL,MATILDA,42,Females,640
PUNGGOL,MATILDA,43,Total,"1,270"
PUNGGOL,MATILDA,43,Males,610
PUNGGOL,MATILDA,43,Females,670
PUNGGOL,MATILDA,44,Total,"1,110"
PUNGGOL,MATILDA,44,Males,590
PUNGGOL,MATILDA,44,Females,520
PUNGGOL,MATILDA,45,Total,"1,000"
PUNGGOL,MATILDA,45,Males,510
PUNGGOL,MATILDA,45,Females,490
PUNGGOL,MATILDA,46,Total,950
PUNGGOL,MATILDA,46,Males,480
PUNGGOL,MATILDA,46,Females,470
PUNGGOL,MATILDA,47,Total,940
PUNGGOL,MATILDA,47,Males,480
PUNGGOL,MATILDA,47,Females,470
PUNGGOL,MATILDA,48,Total,860
PUNGGOL,MATILDA,48,Males,460
PUNGGOL,MATILDA,48,Females,400
PUNGGOL,MATILDA,49,Total,820
PUNGGOL,MATILDA,49,Males,430
PUNGGOL,MATILDA,49,Females,390
PUNGGOL,MATILDA,50,Total,790
PUNGGOL,MATILDA,50,Males,380
PUNGGOL,MATILDA,50,Females,410
PUNGGOL,MATILDA,51,Total,820
PUNGGOL,MATILDA,51,Males,430
PUNGGOL,MATILDA,51,Females,390
PUNGGOL,MATILDA,52,Total,690
PUNGGOL,MATILDA,52,Males,380
PUNGGOL,MATILDA,52,Females,310
PUNGGOL,MATILDA,53,Total,620
PUNGGOL,MATILDA,53,Males,300
PUNGGOL,MATILDA,53,Females,320
PUNGGOL,MATILDA,54,Total,540
PUNGGOL,MATILDA,54,Males,270
PUNGGOL,MATILDA,54,Females,260
PUNGGOL,MATILDA,55,Total,520
PUNGGOL,MATILDA,55,Males,270
PUNGGOL,MATILDA,55,Females,250
PUNGGOL,MATILDA,56,Total,500
PUNGGOL,MATILDA,56,Males,270
PUNGGOL,MATILDA,56,Females,230
PUNGGOL,MATILDA,57,Total,460
PUNGGOL,MATILDA,57,Males,240
PUNGGOL,MATILDA,57,Females,220
PUNGGOL,MATILDA,58,Total,530
PUNGGOL,MATILDA,58,Males,280
PUNGGOL,MATILDA,58,Females,250
PUNGGOL,MATILDA,59,Total,470
PUNGGOL,MATILDA,59,Males,240
PUNGGOL,MATILDA,59,Females,220
PUNGGOL,MATILDA,60,Total,460
PUNGGOL,MATILDA,60,Males,240
PUNGGOL,MATILDA,60,Females,220
PUNGGOL,MATILDA,61,Total,410
PUNGGOL,MATILDA,61,Males,220
PUNGGOL,MATILDA,61,Females,190
PUNGGOL,MATILDA,62,Total,390
PUNGGOL,MATILDA,62,Males,200
PUNGGOL,MATILDA,62,Females,190
PUNGGOL,MATILDA,63,Total,370
PUNGGOL,MATILDA,63,Males,190
PUNGGOL,MATILDA,63,Females,180
PUNGGOL,MATILDA,64,Total,350
PUNGGOL,MATILDA,64,Males,190
PUNGGOL,MATILDA,64,Females,170
PUNGGOL,MATILDA,65,Total,330
PUNGGOL,MATILDA,65,Males,150
PUNGGOL,MATILDA,65,Females,180
PUNGGOL,MATILDA,66,Total,340
PUNGGOL,MATILDA,66,Males,130
PUNGGOL,MATILDA,66,Females,200
PUNGGOL,MATILDA,67,Total,310
PUNGGOL,MATILDA,67,Males,130
PUNGGOL,MATILDA,67,Females,180
PUNGGOL,MATILDA,68,Total,320
PUNGGOL,MATILDA,68,Males,140
PUNGGOL,MATILDA,68,Females,170
PUNGGOL,MATILDA,69,Total,320
PUNGGOL,MATILDA,69,Males,150
PUNGGOL,MATILDA,69,Females,180
PUNGGOL,MATILDA,70,Total,280
PUNGGOL,MATILDA,70,Males,120
PUNGGOL,MATILDA,70,Females,160
PUNGGOL,MATILDA,71,Total,270
PUNGGOL,MATILDA,71,Males,130
PUNGGOL,MATILDA,71,Females,150
PUNGGOL,MATILDA,72,Total,300
PUNGGOL,MATILDA,72,Males,140
PUNGGOL,MATILDA,72,Females,160
PUNGGOL,MATILDA,73,Total,250
PUNGGOL,MATILDA,73,Males,90
PUNGGOL,MATILDA,73,Females,160
PUNGGOL,MATILDA,74,Total,220
PUNGGOL,MATILDA,74,Males,90
PUNGGOL,MATILDA,74,Females,130
PUNGGOL,MATILDA,75,Total,270
PUNGGOL,MATILDA,75,Males,130
PUNGGOL,MATILDA,75,Females,140
PUNGGOL,MATILDA,76,Total,210
PUNGGOL,MATILDA,76,Males,90
PUNGGOL,MATILDA,76,Females,120
PUNGGOL,MATILDA,77,Total,200
PUNGGOL,MATILDA,77,Males,100
PUNGGOL,MATILDA,77,Females,100
PUNGGOL,MATILDA,78,Total,120
PUNGGOL,MATILDA,78,Males,50
PUNGGOL,MATILDA,78,Females,70
PUNGGOL,MATILDA,79,Total,90
PUNGGOL,MATILDA,79,Males,40
PUNGGOL,MATILDA,79,Females,40
PUNGGOL,MATILDA,80,Total,110
PUNGGOL,MATILDA,80,Males,40
PUNGGOL,MATILDA,80,Females,60
PUNGGOL,MATILDA,81,Total,90
PUNGGOL,MATILDA,81,Males,30
PUNGGOL,MATILDA,81,Females,50
PUNGGOL,MATILDA,82,Total,80
PUNGGOL,MATILDA,82,Males,30
PUNGGOL,MATILDA,82,Females,50
PUNGGOL,MATILDA,83,Total,90
PUNGGOL,MATILDA,83,Males,40
PUNGGOL,MATILDA,83,Females,50
PUNGGOL,MATILDA,84,Total,70
PUNGGOL,MATILDA,84,Males,40
PUNGGOL,MATILDA,84,Females,40
PUNGGOL,MATILDA,85,Total,60
PUNGGOL,MATILDA,85,Males,30
PUNGGOL,MATILDA,85,Females,40
PUNGGOL,MATILDA,86,Total,50
PUNGGOL,MATILDA,86,Males,20
PUNGGOL,MATILDA,86,Females,30
PUNGGOL,MATILDA,87,Total,30
PUNGGOL,MATILDA,87,Males,10
PUNGGOL,MATILDA,87,Females,20
PUNGGOL,MATILDA,88,Total,30
PUNGGOL,MATILDA,88,Males,10
PUNGGOL,MATILDA,88,Females,20
PUNGGOL,MATILDA,89,Total,30
PUNGGOL,MATILDA,89,Males,10
PUNGGOL,MATILDA,89,Females,20
PUNGGOL,MATILDA,90 & Over,Total,80
PUNGGOL,MATILDA,90 & Over,Males,20
PUNGGOL,MATILDA,90 & Over,Females,60
PUNGGOL,NORTHSHORE,Total,Total,"18,420"
PUNGGOL,NORTHSHORE,Total,Males,"9,140"
PUNGGOL,NORTHSHORE,Total,Females,"9,280"
PUNGGOL,NORTHSHORE,0,Total,370
PUNGGOL,NORTHSHORE,0,Males,190
PUNGGOL,NORTHSHORE,0,Females,180
PUNGGOL,NORTHSHORE,1,Total,400
PUNGGOL,NORTHSHORE,1,Males,220
PUNGGOL,NORTHSHORE,1,Females,180
PUNGGOL,NORTHSHORE,2,Total,390
PUNGGOL,NORTHSHORE,2,Males,210
PUNGGOL,NORTHSHORE,2,Females,180
PUNGGOL,NORTHSHORE,3,Total,400
PUNGGOL,NORTHSHORE,3,Males,200
PUNGGOL,NORTHSHORE,3,Females,190
PUNGGOL,NORTHSHORE,4,Total,360
PUNGGOL,NORTHSHORE,4,Males,170
PUNGGOL,NORTHSHORE,4,Females,190
PUNGGOL,NORTHSHORE,5,Total,360
PUNGGOL,NORTHSHORE,5,Males,190
PUNGGOL,NORTHSHORE,5,Females,180
PUNGGOL,NORTHSHORE,6,Total,310
PUNGGOL,NORTHSHORE,6,Males,170
PUNGGOL,NORTHSHORE,6,Females,150
PUNGGOL,NORTHSHORE,7,Total,250
PUNGGOL,NORTHSHORE,7,Males,130
PUNGGOL,NORTHSHORE,7,Females,130
PUNGGOL,NORTHSHORE,8,Total,220
PUNGGOL,NORTHSHORE,8,Males,110
PUNGGOL,NORTHSHORE,8,Females,110
PUNGGOL,NORTHSHORE,9,Total,190
PUNGGOL,NORTHSHORE,9,Males,100
PUNGGOL,NORTHSHORE,9,Females,90
PUNGGOL,NORTHSHORE,10,Total,150
PUNGGOL,NORTHSHORE,10,Males,80
PUNGGOL,NORTHSHORE,10,Females,70
PUNGGOL,NORTHSHORE,11,Total,130
PUNGGOL,NORTHSHORE,11,Males,70
PUNGGOL,NORTHSHORE,11,Females,60
PUNGGOL,NORTHSHORE,12,Total,120
PUNGGOL,NORTHSHORE,12,Males,60
PUNGGOL,NORTHSHORE,12,Females,70
PUNGGOL,NORTHSHORE,13,Total,130
PUNGGOL,NORTHSHORE,13,Males,70
PUNGGOL,NORTHSHORE,13,Females,60
PUNGGOL,NORTHSHORE,14,Total,130
PUNGGOL,NORTHSHORE,14,Males,70
PUNGGOL,NORTHSHORE,14,Females,70
PUNGGOL,NORTHSHORE,15,Total,130
PUNGGOL,NORTHSHORE,15,Males,70
PUNGGOL,NORTHSHORE,15,Females,60
PUNGGOL,NORTHSHORE,16,Total,170
PUNGGOL,NORTHSHORE,16,Males,80
PUNGGOL,NORTHSHORE,16,Females,90
PUNGGOL,NORTHSHORE,17,Total,140
PUNGGOL,NORTHSHORE,17,Males,70
PUNGGOL,NORTHSHORE,17,Females,60
PUNGGOL,NORTHSHORE,18,Total,160
PUNGGOL,NORTHSHORE,18,Males,80
PUNGGOL,NORTHSHORE,18,Females,80
PUNGGOL,NORTHSHORE,19,Total,100
PUNGGOL,NORTHSHORE,19,Males,50
PUNGGOL,NORTHSHORE,19,Females,40
PUNGGOL,NORTHSHORE,20,Total,130
PUNGGOL,NORTHSHORE,20,Males,70
PUNGGOL,NORTHSHORE,20,Females,60
PUNGGOL,NORTHSHORE,21,Total,130
PUNGGOL,NORTHSHORE,21,Males,70
PUNGGOL,NORTHSHORE,21,Females,60
PUNGGOL,NORTHSHORE,22,Total,100
PUNGGOL,NORTHSHORE,22,Males,50
PUNGGOL,NORTHSHORE,22,Females,40
PUNGGOL,NORTHSHORE,23,Total,110
PUNGGOL,NORTHSHORE,23,Males,60
PUNGGOL,NORTHSHORE,23,Females,60
PUNGGOL,NORTHSHORE,24,Total,100
PUNGGOL,NORTHSHORE,24,Males,40
PUNGGOL,NORTHSHORE,24,Females,60
PUNGGOL,NORTHSHORE,25,Total,130
PUNGGOL,NORTHSHORE,25,Males,80
PUNGGOL,NORTHSHORE,25,Females,60
PUNGGOL,NORTHSHORE,26,Total,130
PUNGGOL,NORTHSHORE,26,Males,60
PUNGGOL,NORTHSHORE,26,Females,70
PUNGGOL,NORTHSHORE,27,Total,180
PUNGGOL,NORTHSHORE,27,Males,80
PUNGGOL,NORTHSHORE,27,Females,110
PUNGGOL,NORTHSHORE,28,Total,240
PUNGGOL,NORTHSHORE,28,Males,100
PUNGGOL,NORTHSHORE,28,Females,140
PUNGGOL,NORTHSHORE,29,Total,320
PUNGGOL,NORTHSHORE,29,Males,130
PUNGGOL,NORTHSHORE,29,Females,190
PUNGGOL,NORTHSHORE,30,Total,470
PUNGGOL,NORTHSHORE,30,Males,180
PUNGGOL,NORTHSHORE,30,Females,290
PUNGGOL,NORTHSHORE,31,Total,570
PUNGGOL,NORTHSHORE,31,Males,220
PUNGGOL,NORTHSHORE,31,Females,350
PUNGGOL,NORTHSHORE,32,Total,640
PUNGGOL,NORTHSHORE,32,Males,290
PUNGGOL,NORTHSHORE,32,Females,350
PUNGGOL,NORTHSHORE,33,Total,710
PUNGGOL,NORTHSHORE,33,Males,350
PUNGGOL,NORTHSHORE,33,Females,370
PUNGGOL,NORTHSHORE,34,Total,650
PUNGGOL,NORTHSHORE,34,Males,350
PUNGGOL,NORTHSHORE,34,Females,300
PUNGGOL,NORTHSHORE,35,Total,620
PUNGGOL,NORTHSHORE,35,Males,340
PUNGGOL,NORTHSHORE,35,Females,290
PUNGGOL,NORTHSHORE,36,Total,460
PUNGGOL,NORTHSHORE,36,Males,250
PUNGGOL,NORTHSHORE,36,Females,210
PUNGGOL,NORTHSHORE,37,Total,370
PUNGGOL,NORTHSHORE,37,Males,200
PUNGGOL,NORTHSHORE,37,Females,170
PUNGGOL,NORTHSHORE,38,Total,260
PUNGGOL,NORTHSHORE,38,Males,140
PUNGGOL,NORTHSHORE,38,Females,120
PUNGGOL,NORTHSHORE,39,Total,320
PUNGGOL,NORTHSHORE,39,Males,160
PUNGGOL,NORTHSHORE,39,Females,150
PUNGGOL,NORTHSHORE,40,Total,270
PUNGGOL,NORTHSHORE,40,Males,140
PUNGGOL,NORTHSHORE,40,Females,130
PUNGGOL,NORTHSHORE,41,Total,300
PUNGGOL,NORTHSHORE,41,Males,160
PUNGGOL,NORTHSHORE,41,Females,140
PUNGGOL,NORTHSHORE,42,Total,280
PUNGGOL,NORTHSHORE,42,Males,140
PUNGGOL,NORTHSHORE,42,Females,130
PUNGGOL,NORTHSHORE,43,Total,230
PUNGGOL,NORTHSHORE,43,Males,110
PUNGGOL,NORTHSHORE,43,Females,120
PUNGGOL,NORTHSHORE,44,Total,290
PUNGGOL,NORTHSHORE,44,Males,140
PUNGGOL,NORTHSHORE,44,Females,150
PUNGGOL,NORTHSHORE,45,Total,250
PUNGGOL,NORTHSHORE,45,Males,110
PUNGGOL,NORTHSHORE,45,Females,140
PUNGGOL,NORTHSHORE,46,Total,270
PUNGGOL,NORTHSHORE,46,Males,130
PUNGGOL,NORTHSHORE,46,Females,140
PUNGGOL,NORTHSHORE,47,Total,270
PUNGGOL,NORTHSHORE,47,Males,150
PUNGGOL,NORTHSHORE,47,Females,130
PUNGGOL,NORTHSHORE,48,Total,250
PUNGGOL,NORTHSHORE,48,Males,130
PUNGGOL,NORTHSHORE,48,Females,120
PUNGGOL,NORTHSHORE,49,Total,200
PUNGGOL,NORTHSHORE,49,Males,110
PUNGGOL,NORTHSHORE,49,Females,90
PUNGGOL,NORTHSHORE,50,Total,240
PUNGGOL,NORTHSHORE,50,Males,120
PUNGGOL,NORTHSHORE,50,Females,120
PUNGGOL,NORTHSHORE,51,Total,260
PUNGGOL,NORTHSHORE,51,Males,130
PUNGGOL,NORTHSHORE,51,Females,120
PUNGGOL,NORTHSHORE,52,Total,240
PUNGGOL,NORTHSHORE,52,Males,130
PUNGGOL,NORTHSHORE,52,Females,120
PUNGGOL,NORTHSHORE,53,Total,210
PUNGGOL,NORTHSHORE,53,Males,110
PUNGGOL,NORTHSHORE,53,Females,100
PUNGGOL,NORTHSHORE,54,Total,190
PUNGGOL,NORTHSHORE,54,Males,90
PUNGGOL,NORTHSHORE,54,Females,90
PUNGGOL,NORTHSHORE,55,Total,210
PUNGGOL,NORTHSHORE,55,Males,100
PUNGGOL,NORTHSHORE,55,Females,110
PUNGGOL,NORTHSHORE,56,Total,150
PUNGGOL,NORTHSHORE,56,Males,80
PUNGGOL,NORTHSHORE,56,Females,80
PUNGGOL,NORTHSHORE,57,Total,160
PUNGGOL,NORTHSHORE,57,Males,100
PUNGGOL,NORTHSHORE,57,Females,60
PUNGGOL,NORTHSHORE,58,Total,180
PUNGGOL,NORTHSHORE,58,Males,90
PUNGGOL,NORTHSHORE,58,Females,80
PUNGGOL,NORTHSHORE,59,Total,140
PUNGGOL,NORTHSHORE,59,Males,80
PUNGGOL,NORTHSHORE,59,Females,60
PUNGGOL,NORTHSHORE,60,Total,170
PUNGGOL,NORTHSHORE,60,Males,80
PUNGGOL,NORTHSHORE,60,Females,90
PUNGGOL,NORTHSHORE,61,Total,150
PUNGGOL,NORTHSHORE,61,Males,80
PUNGGOL,NORTHSHORE,61,Females,70
PUNGGOL,NORTHSHORE,62,Total,180
PUNGGOL,NORTHSHORE,62,Males,90
PUNGGOL,NORTHSHORE,62,Females,90
PUNGGOL,NORTHSHORE,63,Total,160
PUNGGOL,NORTHSHORE,63,Males,70
PUNGGOL,NORTHSHORE,63,Females,90
PUNGGOL,NORTHSHORE,64,Total,160
PUNGGOL,NORTHSHORE,64,Males,80
PUNGGOL,NORTHSHORE,64,Females,80
PUNGGOL,NORTHSHORE,65,Total,160
PUNGGOL,NORTHSHORE,65,Males,80
PUNGGOL,NORTHSHORE,65,Females,80
PUNGGOL,NORTHSHORE,66,Total,150
PUNGGOL,NORTHSHORE,66,Males,60
PUNGGOL,NORTHSHORE,66,Females,80
PUNGGOL,NORTHSHORE,67,Total,150
PUNGGOL,NORTHSHORE,67,Males,70
PUNGGOL,NORTHSHORE,67,Females,80
PUNGGOL,NORTHSHORE,68,Total,130
PUNGGOL,NORTHSHORE,68,Males,50
PUNGGOL,NORTHSHORE,68,Females,80
PUNGGOL,NORTHSHORE,69,Total,140
PUNGGOL,NORTHSHORE,69,Males,60
PUNGGOL,NORTHSHORE,69,Females,70
PUNGGOL,NORTHSHORE,70,Total,120
PUNGGOL,NORTHSHORE,70,Males,50
PUNGGOL,NORTHSHORE,70,Females,70
PUNGGOL,NORTHSHORE,71,Total,130
PUNGGOL,NORTHSHORE,71,Males,60
PUNGGOL,NORTHSHORE,71,Females,60
PUNGGOL,NORTHSHORE,72,Total,100
PUNGGOL,NORTHSHORE,72,Males,40
PUNGGOL,NORTHSHORE,72,Females,50
PUNGGOL,NORTHSHORE,73,Total,90
PUNGGOL,NORTHSHORE,73,Males,50
PUNGGOL,NORTHSHORE,73,Females,40
PUNGGOL,NORTHSHORE,74,Total,90
PUNGGOL,NORTHSHORE,74,Males,30
PUNGGOL,NORTHSHORE,74,Females,50
PUNGGOL,NORTHSHORE,75,Total,110
PUNGGOL,NORTHSHORE,75,Males,50
PUNGGOL,NORTHSHORE,75,Females,60
PUNGGOL,NORTHSHORE,76,Total,100
PUNGGOL,NORTHSHORE,76,Males,50
PUNGGOL,NORTHSHORE,76,Females,50
PUNGGOL,NORTHSHORE,77,Total,80
PUNGGOL,NORTHSHORE,77,Males,40
PUNGGOL,NORTHSHORE,77,Females,40
PUNGGOL,NORTHSHORE,78,Total,50
PUNGGOL,NORTHSHORE,78,Males,30
PUNGGOL,NORTHSHORE,78,Females,30
PUNGGOL,NORTHSHORE,79,Total,30
PUNGGOL,NORTHSHORE,79,Males,10
PUNGGOL,NORTHSHORE,79,Females,10
PUNGGOL,NORTHSHORE,80,Total,30
PUNGGOL,NORTHSHORE,80,Males,10
PUNGGOL,NORTHSHORE,80,Females,20
PUNGGOL,NORTHSHORE,81,Total,20
PUNGGOL,NORTHSHORE,81,Males,10
PUNGGOL,NORTHSHORE,81,Females,10
PUNGGOL,NORTHSHORE,82,Total,20
PUNGGOL,NORTHSHORE,82,Males,10
PUNGGOL,NORTHSHORE,82,Females,10
PUNGGOL,NORTHSHORE,83,Total,30
PUNGGOL,NORTHSHORE,83,Males,10
PUNGGOL,NORTHSHORE,83,Females,10
PUNGGOL,NORTHSHORE,84,Total,20
PUNGGOL,NORTHSHORE,84,Males,10
PUNGGOL,NORTHSHORE,84,Females,10
PUNGGOL,NORTHSHORE,85,Total,20
PUNGGOL,NORTHSHORE,85,Males,-
PUNGGOL,NORTHSHORE,85,Females,10
PUNGGOL,NORTHSHORE,86,Total,20
PUNGGOL,NORTHSHORE,86,Males,-
PUNGGOL,NORTHSHORE,86,Females,20
PUNGGOL,NORTHSHORE,87,Total,10
PUNGGOL,NORTHSHORE,87,Males,-
PUNGGOL,NORTHSHORE,87,Females,10
PUNGGOL,NORTHSHORE,88,Total,10
PUNGGOL,NORTHSHORE,88,Males,-
PUNGGOL,NORTHSHORE,88,Females,-
PUNGGOL,NORTHSHORE,89,Total,20
PUNGGOL,NORTHSHORE,89,Males,10
PUNGGOL,NORTHSHORE,89,Females,10
PUNGGOL,NORTHSHORE,90 & Over,Total,30
PUNGGOL,NORTHSHORE,90 & Over,Males,10
PUNGGOL,NORTHSHORE,90 & Over,Females,30
PUNGGOL,PUNGGOL CANAL,Total,Total,-
PUNGGOL,PUNGGOL CANAL,Total,Males,-
PUNGGOL,PUNGGOL CANAL,Total,Females,-
PUNGGOL,PUNGGOL CANAL,0,Total,-
PUNGGOL,PUNGGOL CANAL,0,Males,-
PUNGGOL,PUNGGOL CANAL,0,Females,-
PUNGGOL,PUNGGOL CANAL,1,Total,-
PUNGGOL,PUNGGOL CANAL,1,Males,-
PUNGGOL,PUNGGOL CANAL,1,Females,-
PUNGGOL,PUNGGOL CANAL,2,Total,-
PUNGGOL,PUNGGOL CANAL,2,Males,-
PUNGGOL,PUNGGOL CANAL,2,Females,-
PUNGGOL,PUNGGOL CANAL,3,Total,-
PUNGGOL,PUNGGOL CANAL,3,Males,-
PUNGGOL,PUNGGOL CANAL,3,Females,-
PUNGGOL,PUNGGOL CANAL,4,Total,-
PUNGGOL,PUNGGOL CANAL,4,Males,-
PUNGGOL,PUNGGOL CANAL,4,Females,-
PUNGGOL,PUNGGOL CANAL,5,Total,-
PUNGGOL,PUNGGOL CANAL,5,Males,-
PUNGGOL,PUNGGOL CANAL,5,Females,-
PUNGGOL,PUNGGOL CANAL,6,Total,-
PUNGGOL,PUNGGOL CANAL,6,Males,-
PUNGGOL,PUNGGOL CANAL,6,Females,-
